ANNEE,MOIS,JOUR,DATE,T2M,T2M_MAX,T2M_MIN,T_SURFACE,LUM_SOL_ATTEINT_SURFACE,INDICE_CIEL_CLAIRE,INFRAROUGE_NUAGE,LUM_PHOTOSYNTHESE_NUAGE,LUM_PHOTOSYNTHESE_CLAIRE,INDICE_RAYONS_UVA,INDICE_RAYONS_UVB,VITESSE_VENT_10M,PRESSION,PRECIPITATION,HUMIDITE_2M
2001,7,6,2001-07-06,33.02,43.22,22.99,34.49,7.52,0.66,406.21,138.48,141.95,17.32,0.44,3.54,96.69,0.0,29.69
2001,7,7,2001-07-07,32.52,40.85,25.96,33.75,7.49,0.66,404.84,137.14,140.31,17.04,0.43,3.7,96.82,0.0,29.25
2001,7,8,2001-07-08,29.76,37.02,23.05,32.1,7.66,0.67,400.02,140.42,143.66,17.63,0.45,3.95,96.94,0.0,42.0
2001,7,9,2001-07-09,30.72,40.91,22.05,32.83,7.79,0.69,391.98,143.42,144.34,18.0,0.45,4.42,96.85,0.0,33.75
2001,7,10,2001-07-10,31.73,41.62,21.83,33.01,6.01,0.53,413.03,108.55,137.09,13.33,0.34,4.28,96.72,0.0,33.38
2001,7,11,2001-07-11,30.1,40.36,22.01,33.07,7.92,0.7,376.43,145.73,146.62,18.3,0.45,4.96,96.96,0.0,36.25
2001,7,12,2001-07-12,28.44,36.98,19.55,31.55,8.4,0.74,360.35,155.52,156.39,20.05,0.5,4.2,97.04,0.0,35.88
2001,7,13,2001-07-13,31.03,40.45,21.83,33.78,7.98,0.7,383.44,148.59,149.65,18.85,0.48,1.99,96.77,0.0,33.75
2001,7,14,2001-07-14,33.31,43.12,23.76,35.74,7.8,0.69,399.99,145.0,147.69,18.38,0.46,2.6,96.4,0.0,30.0
2001,7,15,2001-07-15,33.51,43.35,23.87,35.15,7.48,0.66,402.05,136.99,144.18,17.31,0.45,3.91,96.48,0.0,30.69
2001,7,16,2001-07-16,32.2,42.01,24.37,34.24,7.54,0.67,399.56,139.7,141.38,17.47,0.44,5.24,96.52,0.0,35.94
2001,7,17,2001-07-17,28.72,36.61,22.09,32.3,7.7,0.69,386.22,142.91,144.51,18.04,0.46,4.94,96.7,0.0,41.31
2001,7,18,2001-07-18,29.9,39.65,20.55,32.24,7.76,0.69,388.38,143.01,143.8,17.98,0.45,4.14,96.53,0.0,35.75
2001,7,19,2001-07-19,32.04,43.09,23.98,33.55,7.57,0.67,389.91,138.07,140.32,17.27,0.45,4.82,96.21,0.0,29.12
2001,7,20,2001-07-20,26.23,34.08,18.73,29.39,7.87,0.7,354.56,144.46,145.27,18.24,0.46,5.55,96.9,0.05,35.62
2001,7,21,2001-07-21,25.93,35.12,18.15,29.66,8.33,0.75,348.38,153.83,154.59,19.86,0.5,3.48,97.17,0.0,42.19
2001,7,22,2001-07-22,28.47,39.48,18.48,31.62,7.83,0.7,373.84,145.99,146.58,18.46,0.46,2.6,96.9,0.0,45.88
2001,7,23,2001-07-23,30.34,40.98,21.2,33.71,7.77,0.7,381.46,142.55,144.24,17.99,0.45,2.56,96.69,0.01,40.75
2001,7,24,2001-07-24,32.12,43.55,21.32,34.0,7.16,0.65,413.26,133.06,137.91,16.62,0.41,4.18,96.4,0.07,36.0
2001,7,25,2001-07-25,31.62,40.21,23.36,33.23,5.76,0.52,411.73,107.14,138.12,13.62,0.35,4.04,96.43,4.89,38.31
2001,7,26,2001-07-26,28.86,36.48,21.61,31.47,8.0,0.73,369.91,147.52,148.07,18.82,0.45,2.91,96.74,0.0,38.88
2001,7,27,2001-07-27,29.4,39.2,20.87,32.86,7.81,0.71,379.89,144.31,146.08,18.27,0.43,2.1,96.86,0.0,38.62
2001,7,28,2001-07-28,31.48,41.54,22.19,33.75,7.62,0.7,394.02,140.91,141.68,17.76,0.43,3.17,96.85,0.02,36.06
2001,7,29,2001-07-29,33.04,42.49,24.32,35.81,7.32,0.67,410.16,136.8,137.71,17.09,0.42,2.66,96.9,0.0,32.94
2001,7,30,2001-07-30,31.76,39.76,24.42,34.42,7.32,0.67,398.78,137.37,138.63,17.21,0.45,2.84,97.17,0.0,34.31
2001,7,31,2001-07-31,31.54,40.3,23.35,33.66,7.8,0.72,375.7,144.07,144.84,18.29,0.47,4.21,97.15,0.0,26.75
2001,8,1,2001-08-01,29.51,37.69,21.9,32.16,7.87,0.73,370.45,146.47,147.23,18.7,0.47,4.13,97.09,0.0,34.94
2001,8,2,2001-08-02,29.34,37.23,22.32,32.01,7.95,0.73,363.26,145.78,146.66,18.65,0.47,2.62,96.93,0.0,31.12
2001,8,3,2001-08-03,29.03,37.52,20.9,31.73,7.79,0.72,366.0,141.94,142.96,17.9,0.43,3.65,96.92,0.0,39.25
2001,8,4,2001-08-04,29.77,38.13,22.68,32.13,7.48,0.7,379.81,137.59,138.37,17.26,0.42,2.77,97.04,0.0,33.19
2001,8,5,2001-08-05,33.48,42.83,24.35,36.3,7.26,0.68,402.57,134.92,136.86,16.88,0.41,2.28,96.99,0.0,25.06
2001,8,6,2001-08-06,30.53,37.51,24.07,33.94,7.34,0.69,398.2,137.77,139.48,17.41,0.43,4.62,97.12,0.03,37.12
2001,8,7,2001-08-07,27.79,35.18,20.59,30.8,7.74,0.73,368.49,145.11,146.1,18.61,0.46,4.89,97.06,0.0,38.44
2001,8,8,2001-08-08,29.6,38.84,20.44,33.22,7.77,0.73,373.73,144.84,145.74,18.59,0.47,2.65,96.91,0.01,36.81
2001,8,9,2001-08-09,30.27,40.05,21.99,33.69,7.8,0.73,381.16,144.77,145.73,18.59,0.47,2.55,96.92,0.01,38.62
2001,8,10,2001-08-10,33.58,43.05,24.56,35.97,7.14,0.67,400.27,131.4,132.16,16.34,0.4,2.99,96.91,0.0,29.56
2001,8,11,2001-08-11,30.49,38.37,23.19,33.31,7.45,0.71,375.52,138.89,139.54,17.59,0.45,3.57,97.17,0.0,36.19
2001,8,12,2001-08-12,28.57,37.76,20.39,30.82,7.4,0.7,358.55,134.76,135.54,16.82,0.4,3.62,97.06,0.0,30.44
2001,8,13,2001-08-13,28.12,37.76,19.27,31.91,7.53,0.72,369.76,140.08,141.07,17.93,0.44,2.04,96.85,0.0,35.44
2001,8,14,2001-08-14,26.83,32.85,20.73,30.11,7.17,0.69,374.86,133.34,136.16,16.8,0.41,2.86,96.97,0.0,49.25
2001,8,15,2001-08-15,26.89,34.48,20.01,29.97,7.79,0.75,351.87,143.24,144.09,18.39,0.43,3.37,97.12,0.0,47.62
2001,8,16,2001-08-16,26.48,34.85,19.33,29.72,7.44,0.72,361.55,137.69,138.46,17.5,0.41,3.09,97.06,0.0,50.31
2001,8,17,2001-08-17,27.38,35.26,19.84,30.54,4.57,0.45,406.11,84.97,129.16,10.98,0.27,2.8,96.94,0.58,55.06
2001,8,18,2001-08-18,29.95,37.8,22.64,32.72,6.0,0.59,413.7,111.95,128.77,13.99,0.34,3.16,96.8,0.05,42.12
2001,8,19,2001-08-19,32.58,41.3,24.72,33.12,4.87,0.48,422.47,88.05,122.06,10.99,0.27,3.84,96.54,0.0,26.5
2001,8,20,2001-08-20,34.38,42.95,27.44,34.71,4.08,0.4,434.63,74.41,119.84,9.18,0.22,3.89,96.49,0.05,22.31
2001,8,21,2001-08-21,29.59,36.01,23.68,31.94,6.57,0.65,391.91,121.85,127.24,15.26,0.35,4.72,96.74,0.0,44.5
2001,8,22,2001-08-22,28.4,35.93,21.26,30.83,7.45,0.74,358.7,138.51,139.12,17.78,0.41,4.85,96.88,0.0,35.44
2001,8,23,2001-08-23,26.9,34.86,18.43,30.66,7.24,0.72,367.72,134.62,137.09,17.21,0.39,2.83,96.92,0.0,46.12
2001,8,24,2001-08-24,27.5,34.73,21.26,30.99,6.88,0.69,378.95,127.91,132.45,16.2,0.38,3.1,96.92,0.14,47.69
2001,8,25,2001-08-25,27.3,33.67,20.23,31.01,6.36,0.64,392.79,119.3,129.96,15.11,0.34,2.7,96.96,0.25,52.06
2001,8,26,2001-08-26,27.77,33.69,22.14,31.19,6.5,0.66,390.98,121.71,127.72,15.28,0.36,3.64,96.99,0.08,51.38
2001,8,27,2001-08-27,28.43,37.37,21.19,31.92,6.9,0.7,391.96,129.6,130.26,16.36,0.38,3.24,96.84,0.06,54.38
2001,8,28,2001-08-28,29.44,37.48,22.63,32.64,6.83,0.7,387.29,126.67,127.49,15.88,0.36,2.56,96.69,0.02,48.44
2001,8,29,2001-08-29,29.97,38.59,22.12,32.66,7.11,0.73,376.65,131.2,131.96,16.7,0.39,1.66,96.66,0.0,36.38
2001,8,30,2001-08-30,31.03,39.41,24.18,33.33,6.07,0.62,402.09,113.12,125.68,14.41,0.35,2.22,96.58,0.14,28.88
2001,8,31,2001-08-31,29.8,37.14,22.68,31.84,5.05,0.52,406.48,94.17,123.5,12.13,0.3,3.33,96.68,0.97,41.25
2001,9,1,2001-09-01,29.83,36.48,23.36,31.52,4.17,0.44,410.09,76.62,119.53,9.86,0.23,3.0,96.68,0.05,45.12
2001,9,2,2001-09-02,26.91,34.33,21.3,29.4,5.47,0.57,386.07,102.01,119.95,12.92,0.3,4.88,96.67,1.49,59.56
2001,9,3,2001-09-03,25.45,32.45,19.79,28.11,6.37,0.67,383.69,119.76,123.44,15.16,0.36,3.41,96.88,2.13,59.12
2001,9,4,2001-09-04,28.56,37.62,20.15,30.3,6.27,0.66,394.01,116.27,117.68,14.41,0.33,2.06,96.85,0.19,45.44
2001,9,5,2001-09-05,28.73,35.95,23.39,30.49,6.37,0.68,378.57,117.77,118.31,14.57,0.34,4.02,96.73,0.12,40.25
2001,9,6,2001-09-06,26.3,34.05,20.39,28.3,6.01,0.64,378.08,112.13,117.13,13.97,0.33,2.29,96.75,2.68,55.25
2001,9,7,2001-09-07,23.44,26.75,20.12,23.68,4.6,0.49,376.7,85.59,112.73,10.68,0.26,3.95,96.79,7.25,65.94
2001,9,8,2001-09-08,22.75,29.86,16.16,24.78,6.42,0.7,348.19,118.47,125.13,15.07,0.34,4.13,97.02,0.01,57.69
2001,9,9,2001-09-09,25.76,34.41,16.93,27.23,6.57,0.72,352.44,121.11,124.05,15.41,0.35,3.59,96.8,0.0,48.69
2001,9,10,2001-09-10,27.33,35.62,21.3,29.13,6.24,0.69,370.25,115.9,117.27,14.42,0.32,2.33,96.54,0.03,42.5
2001,9,11,2001-09-11,24.27,32.19,18.42,26.83,6.24,0.69,351.1,115.16,119.87,14.5,0.33,2.87,96.85,0.0,51.31
2001,9,12,2001-09-12,23.23,30.35,16.68,25.44,5.82,0.65,364.93,108.15,117.34,13.7,0.32,2.37,97.12,0.18,46.62
2001,9,13,2001-09-13,24.74,31.37,18.1,27.26,5.72,0.64,370.83,105.48,114.93,13.25,0.3,2.02,97.13,0.34,54.88
2001,9,14,2001-09-14,25.91,33.51,19.05,27.41,5.79,0.65,378.34,106.62,113.4,13.39,0.3,3.89,96.64,0.83,52.88
2001,9,15,2001-09-15,26.48,33.17,20.54,28.29,5.69,0.64,381.95,106.67,110.98,13.28,0.3,2.77,96.69,2.13,45.5
2001,9,16,2001-09-16,24.87,32.8,18.5,27.15,5.88,0.67,374.48,110.3,111.46,13.71,0.3,2.36,96.78,1.16,57.31
2001,9,17,2001-09-17,22.33,27.74,17.89,24.9,5.51,0.63,362.71,102.02,110.88,12.84,0.28,2.99,96.45,0.69,59.75
2001,9,18,2001-09-18,22.42,28.17,17.7,24.1,3.93,0.45,370.09,71.52,105.76,9.26,0.21,3.42,96.59,2.4,65.44
2001,9,19,2001-09-19,22.57,28.12,18.15,24.73,4.91,0.57,377.24,90.51,104.51,11.32,0.26,4.24,96.89,1.79,68.12
2001,9,20,2001-09-20,24.17,30.94,19.15,26.1,4.36,0.51,394.09,81.2,104.98,10.22,0.24,3.54,96.82,2.6,72.88
2001,9,21,2001-09-21,24.57,31.44,19.47,26.07,5.02,0.59,388.67,93.63,105.73,11.71,0.28,3.41,96.65,1.86,71.19
2001,9,22,2001-09-22,25.0,32.67,19.28,26.41,5.33,0.63,389.49,99.45,104.7,12.39,0.28,3.05,96.5,1.32,69.69
2001,9,23,2001-09-23,26.87,36.08,19.71,27.08,5.28,0.63,378.77,96.59,103.34,12.0,0.27,3.98,96.23,0.02,54.06
2001,9,24,2001-09-24,24.62,31.74,18.76,26.36,5.43,0.66,372.81,100.5,101.01,12.3,0.27,4.4,96.7,0.04,60.62
2001,9,25,2001-09-25,23.14,28.71,17.97,24.84,4.76,0.58,375.98,89.04,105.43,11.28,0.26,2.66,97.15,2.13,65.75
2001,9,26,2001-09-26,22.34,27.01,17.92,23.19,5.15,0.63,371.6,96.71,103.09,12.12,0.27,3.08,97.28,0.46,69.75
2001,9,27,2001-09-27,20.19,24.15,16.97,20.96,3.74,0.46,369.51,69.66,98.78,8.86,0.2,2.56,97.15,0.97,77.69
2001,9,28,2001-09-28,22.83,30.15,16.84,24.45,5.46,0.67,364.29,101.16,101.8,12.45,0.27,2.17,96.95,0.7,67.75
2001,9,29,2001-09-29,23.17,28.28,19.31,24.19,4.2,0.52,386.57,78.27,95.42,9.75,0.21,2.55,96.88,6.49,81.06
2001,9,30,2001-09-30,22.8,27.71,20.05,23.63,4.23,0.53,389.55,79.06,98.59,10.02,0.22,3.22,96.95,11.06,85.56
2001,10,1,2001-10-01,21.9,26.38,18.08,22.89,4.48,0.57,376.54,84.15,98.25,10.59,0.23,4.32,97.31,4.11,78.88
2001,10,2,2001-10-02,21.99,28.58,16.27,23.44,5.27,0.67,362.6,98.56,99.41,12.15,0.25,2.65,97.44,0.18,74.69
2001,10,3,2001-10-03,23.62,31.3,19.04,24.56,5.1,0.66,366.26,94.38,97.34,11.61,0.24,1.27,97.22,0.01,68.62
2001,10,4,2001-10-04,25.51,34.23,18.81,26.29,5.29,0.69,363.77,98.32,99.01,12.13,0.24,2.12,96.97,0.06,54.69
2001,10,5,2001-10-05,26.56,34.61,20.26,26.42,4.34,0.57,382.89,79.59,91.12,9.84,0.2,4.75,96.95,0.02,45.75
2001,10,6,2001-10-06,27.23,36.79,20.56,26.59,4.41,0.58,377.6,79.67,85.39,9.59,0.19,3.77,96.85,0.0,38.31
2001,10,7,2001-10-07,26.39,35.24,20.15,26.73,4.34,0.58,384.67,79.3,83.45,9.49,0.2,2.64,96.85,0.21,49.56
2001,10,8,2001-10-08,22.32,25.98,18.94,22.85,4.24,0.57,375.99,78.45,88.7,9.69,0.22,2.34,97.09,0.38,70.12
2001,10,9,2001-10-09,23.58,31.23,17.74,24.17,4.51,0.61,365.35,82.43,85.76,10.02,0.21,2.54,97.01,0.16,66.94
2001,10,10,2001-10-10,24.24,32.12,18.35,24.58,4.55,0.62,374.28,84.15,87.49,10.22,0.22,3.7,97.32,0.11,65.88
2001,10,11,2001-10-11,23.94,32.27,17.58,24.12,4.66,0.64,365.41,85.41,86.71,10.32,0.23,1.98,97.78,0.0,60.06
2001,10,12,2001-10-12,23.02,31.28,17.06,23.97,4.75,0.66,357.71,87.77,89.16,10.69,0.23,3.41,97.63,0.0,63.19
2001,10,13,2001-10-13,21.4,28.71,16.05,23.06,5.14,0.72,330.49,93.12,93.98,11.39,0.24,2.38,97.47,0.01,68.38
2001,10,14,2001-10-14,21.62,28.66,17.19,22.81,5.03,0.71,331.45,91.23,92.07,11.12,0.23,1.88,97.29,0.08,64.06
2001,10,15,2001-10-15,22.16,30.01,15.51,22.91,4.67,0.66,355.41,86.26,87.23,10.48,0.21,2.27,97.18,0.28,45.25
2001,10,16,2001-10-16,20.49,24.21,16.8,20.97,3.82,0.55,375.27,70.72,85.77,8.87,0.2,1.94,97.44,4.82,77.69
2001,10,17,2001-10-17,20.46,26.72,16.16,21.69,4.23,0.61,359.93,78.4,84.22,9.59,0.2,2.5,97.31,1.69,73.5
2001,10,18,2001-10-18,22.3,30.11,15.89,22.62,4.35,0.63,355.21,80.97,85.47,9.94,0.2,1.88,96.98,0.01,61.06
2001,10,19,2001-10-19,23.53,31.63,17.04,23.33,4.4,0.65,353.98,81.0,81.98,9.77,0.19,3.07,96.92,0.0,53.88
2001,10,20,2001-10-20,23.53,31.94,17.92,23.05,3.93,0.59,358.61,70.69,78.29,8.54,0.16,4.05,96.91,0.0,40.0
2001,10,21,2001-10-21,24.99,34.79,18.75,24.27,4.25,0.64,350.44,76.21,76.96,9.13,0.18,5.14,97.0,0.0,32.06
2001,10,22,2001-10-22,23.43,33.6,17.19,23.21,4.4,0.66,335.24,78.41,79.34,9.41,0.18,4.08,97.22,0.0,54.44
2001,10,23,2001-10-23,24.46,35.25,17.96,23.85,4.51,0.69,335.48,80.62,81.45,9.73,0.2,3.62,97.27,0.0,32.5
2001,10,24,2001-10-24,21.8,29.23,15.83,22.73,4.25,0.66,340.62,77.9,80.08,9.38,0.18,3.45,97.64,0.06,60.44
2001,10,25,2001-10-25,18.3,26.12,12.45,19.12,4.76,0.74,309.71,86.41,87.51,10.5,0.2,3.82,97.73,0.0,60.94
2001,10,26,2001-10-26,18.51,27.19,10.9,18.83,4.6,0.72,317.45,83.35,84.43,10.09,0.19,3.56,97.44,0.0,58.56
2001,10,27,2001-10-27,19.57,28.06,12.33,20.37,4.27,0.67,327.64,77.85,78.89,9.34,0.17,2.24,97.49,0.07,58.56
2001,10,28,2001-10-28,20.8,27.97,14.48,20.69,3.91,0.62,341.55,71.16,76.58,8.59,0.16,1.82,97.61,0.31,41.56
2001,10,29,2001-10-29,18.72,24.51,14.33,19.36,3.96,0.64,332.62,72.58,79.24,8.81,0.16,3.32,97.83,0.91,69.38
2001,10,30,2001-10-30,17.86,24.52,12.9,18.76,4.24,0.69,322.16,77.27,78.76,9.26,0.15,2.04,97.93,0.0,66.44
2001,10,31,2001-10-31,18.05,24.97,12.29,18.16,4.19,0.69,319.94,76.26,77.45,9.13,0.16,2.71,97.81,0.29,53.5
2001,11,1,2001-11-01,19.51,26.94,13.87,19.87,3.95,0.66,334.77,71.91,76.0,8.66,0.15,3.44,97.37,0.46,51.44
2001,11,2,2001-11-02,17.25,23.12,13.05,17.68,3.86,0.64,334.29,71.06,74.64,8.56,0.15,3.45,97.54,1.34,69.56
2001,11,3,2001-11-03,16.65,22.81,12.58,17.19,2.8,0.47,344.39,50.59,73.51,6.36,0.11,4.68,97.53,0.26,72.31
2001,11,4,2001-11-04,15.26,21.82,10.48,16.15,3.21,0.55,324.16,58.15,76.09,7.25,0.12,2.99,97.32,0.18,72.38
2001,11,5,2001-11-05,15.66,24.48,9.18,16.07,4.19,0.72,302.23,75.94,76.79,9.08,0.16,3.23,97.28,0.0,64.69
2001,11,6,2001-11-06,18.39,26.85,12.3,18.3,3.16,0.55,336.26,57.19,67.46,7.04,0.13,4.08,97.23,0.0,47.0
2001,11,7,2001-11-07,17.31,24.55,12.26,17.76,3.4,0.59,344.98,62.39,68.09,7.46,0.12,3.29,97.22,4.14,68.19
2001,11,8,2001-11-08,15.83,22.83,10.66,16.38,3.94,0.7,311.99,71.8,73.34,8.58,0.13,3.25,96.86,0.06,63.81
2001,11,9,2001-11-09,16.4,24.05,11.17,16.36,3.92,0.7,319.21,70.21,71.4,8.36,0.12,4.46,95.85,0.25,45.19
2001,11,10,2001-11-10,18.73,26.37,12.26,18.55,2.06,0.37,364.97,36.95,57.32,4.55,0.07,7.17,95.4,0.91,51.06
2001,11,11,2001-11-11,14.22,19.01,8.36,14.19,3.65,0.66,307.66,64.13,65.45,7.65,0.12,8.24,96.15,0.0,46.94
2001,11,12,2001-11-12,12.4,20.0,7.9,12.52,1.07,0.2,324.32,19.31,57.76,2.52,0.04,3.65,96.4,1.68,50.06
2001,11,13,2001-11-13,12.19,19.53,6.62,12.39,2.97,0.55,304.76,53.27,66.44,6.49,0.08,5.89,96.21,0.06,59.12
2001,11,14,2001-11-14,12.01,19.45,6.83,12.43,3.92,0.73,281.37,69.64,70.57,8.26,0.12,4.11,96.37,0.0,57.38
2001,11,15,2001-11-15,12.32,20.01,6.36,11.17,3.75,0.7,284.66,66.21,66.88,7.79,0.12,3.49,96.95,0.0,46.81
2001,11,16,2001-11-16,14.66,21.16,8.96,14.43,2.6,0.49,336.16,47.05,57.2,5.66,0.09,3.3,97.61,1.97,80.12
2001,11,17,2001-11-17,16.68,21.65,13.37,17.07,2.64,0.5,347.04,48.28,61.98,5.97,0.1,3.95,97.71,1.78,86.0
2001,11,18,2001-11-18,17.35,23.65,13.77,17.37,2.58,0.49,339.72,46.88,59.47,5.73,0.09,3.34,97.22,0.19,75.19
2001,11,19,2001-11-19,16.01,23.49,10.03,16.22,2.98,0.57,329.47,54.03,61.16,6.55,0.12,3.37,96.93,0.02,67.75
2001,11,20,2001-11-20,13.25,18.51,9.82,13.71,3.36,0.66,310.36,60.12,63.62,7.12,0.11,4.16,97.24,0.02,66.31
2001,11,21,2001-11-21,12.3,17.43,7.62,12.83,2.94,0.58,310.65,53.04,59.22,6.32,0.1,2.52,97.84,0.04,72.94
2001,11,22,2001-11-22,14.29,20.59,9.94,14.36,1.87,0.37,348.45,33.28,58.87,4.32,0.07,2.71,97.47,0.05,82.75
2001,11,23,2001-11-23,13.12,18.86,9.08,12.81,2.69,0.53,309.27,48.1,55.42,5.68,0.08,5.4,96.82,0.04,76.31
2001,11,24,2001-11-24,10.55,15.69,6.98,10.59,2.15,0.43,309.98,38.25,63.62,4.74,0.06,4.12,97.14,0.26,73.25
2001,11,25,2001-11-25,9.92,17.18,4.37,9.7,3.02,0.61,304.73,53.81,58.97,6.34,0.09,2.41,97.0,0.05,71.75
2001,11,26,2001-11-26,10.56,16.48,5.65,10.67,2.96,0.6,313.58,53.62,62.75,6.45,0.09,2.73,96.8,0.05,75.0
2001,11,27,2001-11-27,11.23,19.33,5.53,10.91,3.35,0.69,307.93,59.55,61.98,6.98,0.09,3.73,96.87,0.0,64.44
2001,11,28,2001-11-28,11.8,18.39,7.61,12.08,2.65,0.55,319.02,47.81,60.38,5.86,0.09,4.16,97.15,0.26,63.31
2001,11,29,2001-11-29,9.75,15.95,5.62,9.78,2.44,0.5,305.17,43.62,61.66,5.27,0.07,5.6,97.37,0.36,72.31
2001,11,30,2001-11-30,9.59,15.73,5.82,9.59,2.78,0.58,304.66,49.91,61.85,5.95,0.08,4.62,97.34,0.44,76.94
2001,12,1,2001-12-01,11.48,18.57,6.76,11.43,1.37,0.29,332.9,24.5,62.04,3.36,0.05,4.66,97.14,0.02,77.62
2001,12,2,2001-12-02,11.73,18.42,6.9,12.14,1.67,0.35,350.16,29.95,59.08,4.06,0.06,2.61,97.27,0.02,80.62
2001,12,3,2001-12-03,12.68,20.12,8.19,12.02,2.65,0.56,326.98,48.07,58.4,5.91,0.09,1.83,97.44,0.04,70.19
2001,12,4,2001-12-04,12.31,18.87,7.92,11.95,2.85,0.6,307.15,51.6,58.3,6.12,0.09,1.67,97.74,0.13,74.0
2001,12,5,2001-12-05,11.71,19.22,6.97,11.69,2.73,0.58,304.88,48.96,58.28,5.91,0.08,4.48,97.77,0.01,77.94
2001,12,6,2001-12-06,11.82,19.34,7.4,11.55,3.11,0.66,291.3,55.7,58.74,6.48,0.09,4.62,97.54,0.02,77.94
2001,12,7,2001-12-07,11.44,17.2,6.91,11.26,2.16,0.46,319.13,38.94,59.24,4.83,0.07,4.94,97.07,0.4,78.25
2001,12,8,2001-12-08,8.76,13.03,5.08,8.82,2.78,0.6,290.64,48.38,54.84,5.75,0.09,4.75,97.21,0.38,78.19
2001,12,9,2001-12-09,7.44,12.53,4.08,7.46,2.32,0.5,294.34,40.7,54.38,4.96,0.07,4.43,97.47,0.58,81.38
2001,12,10,2001-12-10,7.12,13.74,2.37,7.08,2.77,0.6,283.44,49.03,57.39,5.8,0.07,3.34,97.73,0.09,75.19
2001,12,11,2001-12-11,6.04,13.37,1.6,5.94,3.28,0.72,261.05,57.27,58.48,6.56,0.09,3.62,97.62,0.04,73.69
2001,12,12,2001-12-12,4.25,8.93,0.58,3.67,2.09,0.46,279.56,36.63,57.61,4.79,0.07,2.98,97.03,0.51,80.44
2001,12,13,2001-12-13,5.64,13.33,0.33,5.43,3.31,0.73,253.57,57.83,59.14,6.64,0.08,3.33,96.84,0.0,67.0
2001,12,14,2001-12-14,6.91,15.49,1.51,6.43,3.26,0.72,259.48,56.39,57.4,6.51,0.07,5.27,96.78,0.0,52.38
2001,12,15,2001-12-15,10.29,18.74,4.3,9.86,3.01,0.66,289.52,54.27,55.66,6.31,0.09,4.88,96.91,0.0,63.25
2001,12,16,2001-12-16,10.94,18.24,7.18,10.67,2.98,0.66,297.54,52.93,56.72,6.2,0.09,6.02,96.47,0.25,59.31
2001,12,17,2001-12-17,6.31,10.83,2.2,6.2,1.89,0.41,293.2,32.68,54.48,4.09,0.05,6.16,97.13,0.38,70.56
2001,12,18,2001-12-18,3.66,8.88,-0.1,3.67,2.75,0.61,265.95,47.22,54.77,5.59,0.06,4.75,97.68,0.01,75.75
2001,12,19,2001-12-19,4.01,9.41,-0.57,4.12,1.8,0.4,285.48,31.28,52.63,4.13,0.05,3.21,97.77,5.13,82.19
2001,12,20,2001-12-20,4.8,8.47,2.6,4.87,0.7,0.16,312.55,12.3,53.3,1.75,0.02,3.18,97.21,3.24,92.62
2001,12,21,2001-12-21,6.48,12.15,2.14,6.01,2.66,0.59,289.13,47.33,55.82,5.62,0.06,3.87,97.2,0.11,77.62
2001,12,22,2001-12-22,7.55,14.69,3.36,7.23,2.92,0.65,285.43,51.81,55.85,6.05,0.07,4.84,97.03,0.02,69.06
2001,12,23,2001-12-23,8.97,15.96,4.19,8.76,2.82,0.62,296.19,50.57,53.24,5.91,0.07,7.68,96.42,0.0,66.06
2001,12,24,2001-12-24,12.03,21.07,7.25,11.81,2.32,0.52,319.03,42.45,53.6,5.11,0.06,6.9,96.16,3.29,63.12
2001,12,25,2001-12-25,6.77,9.0,5.44,6.91,1.22,0.27,321.01,21.99,55.1,3.09,0.04,2.6,96.72,4.14,84.69
2001,12,26,2001-12-26,6.99,12.08,3.71,7.15,2.22,0.49,298.49,39.3,56.59,4.73,0.05,2.91,96.48,1.0,77.12
2001,12,27,2001-12-27,6.19,12.54,2.69,5.84,2.26,0.5,293.17,39.12,57.66,4.7,0.05,5.06,96.9,0.32,77.75
2001,12,28,2001-12-28,5.73,12.54,1.3,5.08,2.86,0.62,273.1,50.34,58.39,5.86,0.06,4.36,97.63,0.17,80.69
2001,12,29,2001-12-29,6.09,13.9,1.26,5.51,3.34,0.73,261.67,58.21,59.39,6.68,0.08,6.19,97.49,0.0,58.69
2001,12,30,2001-12-30,8.87,19.93,2.08,8.0,3.31,0.72,272.85,57.25,58.37,6.58,0.07,5.4,96.92,0.0,51.12
2001,12,31,2001-12-31,13.15,23.06,6.65,11.84,3.16,0.69,300.81,56.62,57.39,6.52,0.08,4.12,96.91,0.02,38.5
2002,1,1,2002-01-01,9.73,14.87,5.46,9.8,1.32,0.29,313.34,23.48,52.49,3.1,0.05,5.13,97.74,0.11,72.31
2002,1,2,2002-01-02,7.24,11.51,2.16,7.58,1.89,0.41,307.68,33.65,56.33,4.3,0.06,3.91,98.19,1.11,81.38
2002,1,3,2002-01-03,10.87,18.33,6.19,10.55,2.63,0.56,306.26,46.12,51.55,5.45,0.08,4.23,97.32,0.16,74.31
2002,1,4,2002-01-04,7.05,10.48,1.17,7.32,1.54,0.33,311.07,27.0,57.04,3.57,0.05,5.27,97.65,1.58,73.56
2002,1,5,2002-01-05,3.43,9.06,-1.18,3.12,3.24,0.7,245.19,55.61,58.15,6.39,0.07,3.34,98.2,0.0,69.5
2002,1,6,2002-01-06,3.62,10.07,-1.85,2.47,3.14,0.67,251.15,54.27,60.0,6.34,0.08,1.96,98.15,0.0,58.81
2002,1,7,2002-01-07,2.91,10.51,-1.97,2.03,3.5,0.74,239.26,60.09,60.92,6.89,0.08,4.07,97.84,0.0,58.94
