ANNEE,MOIS,JOUR,DATE,T2M,T2M_MAX,T2M_MIN,T_SURFACE,LUM_SOL_ATTEINT_SURFACE,INDICE_CIEL_CLAIRE,INFRAROUGE_NUAGE,LUM_PHOTOSYNTHESE_NUAGE,LUM_PHOTOSYNTHESE_CLAIRE,INDICE_RAYONS_UVA,INDICE_RAYONS_UVB,VITESSE_VENT_10M,PRESSION,PRECIPITATION,HUMIDITE_2M
2002,5,24,2002-05-24,19.92,26.62,13.97,21.8,7.76,0.69,336.57,139.5,156.35,18.2,0.43,8.23,96.73,0.15,37.88
2002,5,25,2002-05-25,20.72,30.54,11.13,22.27,8.61,0.77,317.8,156.3,158.16,20.15,0.45,5.63,96.71,0.0,35.06
2002,5,26,2002-05-26,23.59,32.69,14.28,25.65,8.5,0.75,343.13,155.84,157.95,20.16,0.48,3.49,96.67,0.0,33.75
2002,5,27,2002-05-27,24.55,34.76,14.69,26.55,7.77,0.69,351.45,138.26,140.05,17.02,0.38,4.11,96.3,0.02,42.44
2002,5,28,2002-05-28,22.38,31.19,15.21,25.36,8.35,0.73,331.41,152.2,157.62,19.87,0.45,5.62,96.64,0.1,46.94
2002,5,29,2002-05-29,21.17,29.25,15.05,23.43,7.83,0.69,351.13,143.4,147.02,18.1,0.43,2.81,97.03,0.28,48.88
2002,5,30,2002-05-30,22.86,30.95,15.31,25.28,7.74,0.68,354.78,142.48,153.05,18.26,0.44,3.05,97.25,0.29,40.75
2002,5,31,2002-05-31,25.24,32.64,18.71,26.75,7.6,0.66,357.72,138.57,148.85,17.51,0.41,2.63,97.2,0.04,33.69
2002,6,1,2002-06-01,24.35,31.88,17.76,26.84,7.87,0.69,351.55,145.9,149.77,18.51,0.43,2.9,97.17,0.05,36.88
2002,6,2,2002-06-02,24.4,33.68,16.65,27.58,8.06,0.7,355.61,149.46,151.11,19.03,0.44,2.81,96.96,0.07,45.69
2002,6,3,2002-06-03,24.93,34.83,17.17,28.06,8.25,0.72,359.12,152.05,153.84,19.41,0.47,2.39,96.84,0.0,40.69
2002,6,4,2002-06-04,26.0,35.65,17.17,27.91,7.72,0.67,376.59,142.45,147.7,18.03,0.45,4.36,96.55,0.0,37.06
2002,6,5,2002-06-05,28.13,39.2,17.9,29.53,6.92,0.6,404.23,124.27,128.3,14.94,0.38,4.59,95.92,0.0,31.38
2002,6,6,2002-06-06,26.19,35.89,17.76,28.85,7.14,0.62,391.43,128.66,130.27,15.55,0.4,5.47,95.97,0.14,33.19
2002,6,7,2002-06-07,23.12,30.4,17.43,26.53,6.86,0.59,370.68,127.39,144.55,16.12,0.41,4.51,96.48,0.5,50.19
2002,6,8,2002-06-08,23.76,31.49,15.51,26.3,8.11,0.7,357.34,149.94,154.34,19.36,0.45,4.07,96.49,0.0,41.12
2002,6,9,2002-06-09,20.98,25.35,15.48,23.4,5.96,0.52,355.27,108.34,146.96,14.15,0.34,4.27,96.57,0.24,48.25
2002,6,10,2002-06-10,22.48,31.65,12.24,24.94,8.71,0.76,316.42,160.07,161.38,20.75,0.48,3.48,96.98,0.0,31.88
2002,6,11,2002-06-11,23.98,32.88,15.14,26.63,8.61,0.75,333.6,160.06,161.27,20.74,0.5,3.54,97.12,0.0,35.31
2002,6,12,2002-06-12,25.5,35.79,15.58,29.27,8.49,0.73,341.12,156.33,157.69,20.05,0.47,2.57,97.16,0.0,33.69
2002,6,13,2002-06-13,24.53,34.01,16.44,27.66,8.61,0.75,338.39,158.79,159.91,20.52,0.48,3.45,97.23,0.0,38.88
2002,6,14,2002-06-14,23.94,32.15,15.15,27.0,8.58,0.74,336.34,156.88,158.05,20.13,0.48,3.38,97.19,0.0,39.38
2002,6,15,2002-06-15,25.34,33.53,18.25,28.13,8.59,0.74,339.7,157.74,158.67,20.27,0.48,2.83,97.14,0.0,42.56
2002,6,16,2002-06-16,25.63,33.67,18.78,28.16,8.61,0.75,338.88,156.93,158.02,20.12,0.47,2.71,97.18,0.0,32.62
2002,6,17,2002-06-17,26.81,34.87,20.05,28.79,8.65,0.75,334.99,155.77,156.84,19.91,0.47,2.4,97.21,0.0,26.19
2002,6,18,2002-06-18,28.11,36.49,21.24,29.87,8.6,0.74,346.84,155.99,156.98,20.01,0.48,2.84,97.08,0.0,23.06
2002,6,19,2002-06-19,28.76,36.69,21.61,30.59,8.07,0.7,358.49,145.55,147.7,18.23,0.43,3.44,96.95,0.0,23.38
2002,6,20,2002-06-20,30.06,39.33,20.52,32.9,8.03,0.7,376.98,147.9,151.02,18.77,0.47,2.42,96.98,0.02,30.19
2002,6,21,2002-06-21,29.32,38.2,20.73,32.06,8.26,0.72,366.92,152.17,153.41,19.3,0.48,3.53,97.17,0.0,34.06
2002,6,22,2002-06-22,27.78,35.44,19.52,30.36,8.44,0.73,358.56,155.91,156.93,19.96,0.48,4.02,97.2,0.0,30.0
2002,6,23,2002-06-23,28.69,36.47,19.9,31.69,8.32,0.72,365.86,152.84,154.51,19.46,0.48,3.21,97.06,0.0,30.94
2002,6,24,2002-06-24,28.5,35.96,21.39,30.9,7.48,0.65,383.3,138.38,149.11,17.62,0.43,3.18,96.9,11.4,45.62
2002,6,25,2002-06-25,28.37,35.13,21.15,30.76,7.87,0.68,393.23,147.96,152.42,18.86,0.46,2.09,97.04,1.51,49.12
2002,6,26,2002-06-26,28.65,35.83,22.05,31.46,8.04,0.7,391.09,149.84,150.77,18.94,0.46,2.08,97.21,0.04,40.56
2002,6,27,2002-06-27,30.66,39.15,22.06,32.83,8.07,0.7,391.55,149.51,150.6,18.92,0.46,1.92,97.0,0.0,33.44
2002,6,28,2002-06-28,33.12,41.9,24.31,33.79,6.66,0.58,409.04,122.74,149.42,15.8,0.42,3.27,96.83,4.98,29.81
2002,6,29,2002-06-29,31.28,40.55,23.55,32.95,6.85,0.59,409.23,127.47,145.82,16.22,0.44,3.3,96.95,0.27,39.38
2002,6,30,2002-06-30,30.81,40.41,23.21,32.62,6.61,0.58,417.5,122.16,142.16,15.37,0.4,4.27,96.79,0.0,37.31
2002,7,1,2002-07-01,30.51,41.95,21.01,32.01,7.89,0.69,388.25,143.38,143.83,18.02,0.47,4.87,96.53,0.0,39.62
2002,7,2,2002-07-02,31.08,39.2,24.17,31.43,5.16,0.45,408.16,91.76,127.67,10.73,0.27,5.2,96.22,0.03,24.38
2002,7,3,2002-07-03,28.36,36.94,19.89,31.05,7.93,0.69,379.66,146.03,146.61,18.42,0.45,3.98,96.62,0.0,41.06
2002,7,4,2002-07-04,29.45,38.71,20.69,32.86,8.02,0.7,391.64,148.83,150.7,18.89,0.45,3.04,96.89,0.0,42.38
2002,7,5,2002-07-05,29.39,37.51,21.83,32.14,7.19,0.62,393.23,133.1,144.98,16.8,0.39,3.28,96.91,0.0,35.62
2002,7,6,2002-07-06,31.15,40.68,21.83,33.33,6.41,0.56,408.12,118.64,142.4,15.05,0.38,3.0,96.74,0.02,37.69
2002,7,7,2002-07-07,30.27,37.37,24.46,32.16,7.05,0.62,405.45,130.41,139.96,16.21,0.4,4.48,96.81,0.0,38.38
2002,7,8,2002-07-08,30.29,38.49,23.16,33.1,7.17,0.62,404.66,133.1,140.39,16.62,0.41,3.77,96.77,0.26,36.62
2002,7,9,2002-07-09,31.07,40.01,24.38,33.02,6.95,0.61,419.66,127.8,133.8,15.5,0.38,2.81,96.57,2.8,33.44
2002,7,10,2002-07-10,31.85,40.85,24.33,33.33,7.2,0.63,415.59,134.63,142.88,17.02,0.44,2.62,96.58,7.03,45.75
2002,7,11,2002-07-11,29.33,35.51,24.24,31.28,6.88,0.6,408.25,128.38,142.32,16.23,0.41,3.16,96.87,0.31,49.69
2002,7,12,2002-07-12,29.73,37.04,23.69,31.7,7.11,0.62,402.09,133.11,143.72,16.87,0.44,3.48,96.84,1.62,40.75
2002,7,13,2002-07-13,29.33,36.57,23.68,31.55,7.59,0.67,399.89,141.35,146.01,17.9,0.45,4.31,96.59,0.93,40.81
2002,7,14,2002-07-14,24.92,31.07,18.84,27.43,6.38,0.56,401.76,119.26,140.02,14.95,0.35,6.72,96.42,13.16,58.38
2002,7,15,2002-07-15,23.44,29.74,16.67,25.65,6.82,0.6,375.26,127.05,149.81,16.52,0.4,4.43,96.62,0.17,53.38
2002,7,16,2002-07-16,25.6,32.94,18.67,28.51,7.71,0.69,378.8,142.58,144.4,17.92,0.42,3.78,96.78,0.0,51.81
2002,7,17,2002-07-17,27.05,35.63,19.4,29.72,5.93,0.52,399.53,110.12,133.79,13.38,0.3,2.52,96.75,0.0,52.75
2002,7,18,2002-07-18,27.06,34.67,20.36,29.8,6.33,0.56,399.66,117.23,136.76,14.56,0.35,3.65,96.72,0.0,50.62
2002,7,19,2002-07-19,27.42,35.37,20.19,29.79,7.35,0.66,385.29,136.73,138.52,16.98,0.4,3.3,96.79,0.0,45.69
2002,7,20,2002-07-20,27.97,36.12,20.48,30.13,7.17,0.64,393.67,133.05,138.3,16.5,0.4,3.33,97.02,0.0,41.75
2002,7,21,2002-07-21,29.0,37.5,22.19,30.95,7.88,0.7,375.34,145.21,145.75,18.29,0.45,2.64,97.13,0.0,34.06
2002,7,22,2002-07-22,32.82,43.44,22.36,34.01,7.3,0.66,406.2,134.27,136.59,16.59,0.42,3.09,96.97,0.0,27.94
2002,7,23,2002-07-23,35.03,44.29,26.61,35.75,7.37,0.66,408.02,134.24,138.18,16.71,0.43,3.55,96.9,0.0,24.88
2002,7,24,2002-07-24,33.98,43.58,25.61,35.15,7.35,0.66,405.91,134.36,139.29,16.78,0.43,4.68,96.74,0.0,21.5
2002,7,25,2002-07-25,28.28,36.69,20.65,31.04,7.88,0.71,369.94,145.98,147.12,18.55,0.46,5.08,96.83,0.0,36.69
2002,7,26,2002-07-26,27.44,35.13,20.43,30.49,7.52,0.68,370.05,141.02,150.28,18.16,0.45,4.56,96.67,0.0,42.62
2002,7,27,2002-07-27,26.24,34.22,18.95,29.57,7.56,0.69,364.23,140.88,150.21,18.13,0.42,4.49,96.68,0.0,44.38
2002,7,28,2002-07-28,26.05,33.98,18.27,29.29,8.07,0.73,353.61,150.35,151.62,19.34,0.45,3.73,96.83,0.0,38.94
2002,7,29,2002-07-29,26.22,34.02,17.82,29.4,7.81,0.71,362.38,145.77,150.63,18.81,0.46,3.1,96.87,0.0,39.5
2002,7,30,2002-07-30,28.22,36.9,19.86,31.01,7.13,0.66,385.39,132.23,139.23,16.63,0.39,2.2,96.45,0.2,43.62
2002,7,31,2002-07-31,27.87,35.35,21.05,30.35,6.85,0.62,396.48,127.62,140.84,16.28,0.38,4.55,96.31,0.72,48.69
2002,8,1,2002-08-01,28.69,37.52,20.18,31.66,7.46,0.69,388.29,138.66,139.67,17.45,0.41,4.29,96.53,0.09,45.44
2002,8,2,2002-08-02,31.22,41.05,22.25,33.77,6.62,0.61,412.28,123.16,135.2,15.48,0.38,3.47,96.78,0.0,43.62
2002,8,3,2002-08-03,32.65,41.08,24.66,34.77,6.88,0.63,412.48,127.05,130.95,15.71,0.38,2.9,96.8,0.21,29.31
2002,8,4,2002-08-04,33.19,41.71,25.0,35.16,5.31,0.49,432.37,98.22,128.13,12.03,0.3,2.99,96.78,0.16,31.25
2002,8,5,2002-08-05,34.19,42.77,25.9,35.33,6.33,0.59,430.08,116.58,133.59,14.52,0.36,3.27,96.8,0.03,23.5
2002,8,6,2002-08-06,33.88,42.98,25.45,35.09,6.46,0.6,421.22,118.79,130.62,14.77,0.37,4.84,96.76,0.0,27.94
2002,8,7,2002-08-07,29.72,36.93,24.04,32.35,6.61,0.62,399.52,122.95,133.74,15.37,0.38,4.76,96.86,0.0,39.88
2002,8,8,2002-08-08,28.59,36.21,21.56,31.57,6.04,0.57,406.89,112.69,130.55,14.05,0.35,3.0,96.66,2.46,44.06
2002,8,9,2002-08-09,27.8,34.02,22.72,29.8,5.78,0.55,404.13,107.77,131.63,13.55,0.34,3.44,96.48,4.22,48.81
2002,8,10,2002-08-10,28.24,37.2,20.33,30.35,6.31,0.59,396.56,117.8,134.34,15.0,0.37,4.27,96.01,0.03,48.0
2002,8,11,2002-08-11,26.49,33.38,20.63,29.55,5.82,0.55,388.82,108.65,141.28,14.35,0.35,4.35,96.25,0.75,48.25
2002,8,12,2002-08-12,24.74,32.33,17.69,28.31,7.68,0.73,346.52,141.61,144.71,18.19,0.41,2.6,96.92,0.08,43.19
2002,8,13,2002-08-13,27.31,36.95,18.65,29.73,7.53,0.72,364.75,139.61,140.91,17.82,0.43,2.55,96.91,0.0,45.62
2002,8,14,2002-08-14,28.11,37.73,19.25,31.34,7.48,0.72,379.34,139.28,141.79,17.84,0.43,3.07,96.84,0.0,46.5
2002,8,15,2002-08-15,28.34,37.09,20.83,31.73,6.56,0.63,408.6,123.57,134.55,15.74,0.4,3.16,96.81,1.19,56.06
2002,8,16,2002-08-16,27.29,32.94,22.17,29.09,6.06,0.59,403.38,113.7,134.89,14.62,0.36,3.19,96.75,7.86,51.81
2002,8,17,2002-08-17,25.46,32.9,19.83,27.05,3.05,0.3,394.16,56.41,130.53,7.45,0.17,4.65,96.56,0.13,52.56
2002,8,18,2002-08-18,26.69,34.85,19.51,29.11,7.34,0.72,380.15,138.31,140.08,17.77,0.41,3.28,96.59,0.02,47.62
2002,8,19,2002-08-19,28.01,36.78,20.58,30.64,6.76,0.66,394.66,126.09,132.15,15.95,0.39,1.88,96.73,0.62,50.88
2002,8,20,2002-08-20,27.4,35.11,21.64,29.48,6.74,0.66,400.83,126.6,130.88,15.94,0.37,2.88,96.79,2.23,52.19
2002,8,21,2002-08-21,26.17,32.04,20.48,28.19,6.45,0.64,395.63,121.1,131.28,15.41,0.37,2.59,96.78,6.97,60.06
2002,8,22,2002-08-22,26.33,33.23,20.48,28.29,6.23,0.62,393.95,115.66,126.05,14.52,0.34,2.84,96.63,2.49,62.06
2002,8,23,2002-08-23,26.33,33.48,20.26,28.69,6.61,0.66,393.41,123.84,126.84,15.53,0.35,2.48,96.74,3.59,64.62
2002,8,24,2002-08-24,26.58,33.54,20.99,28.45,4.48,0.45,399.04,84.21,121.57,10.59,0.25,2.89,96.9,0.71,63.0
2002,8,25,2002-08-25,25.85,33.1,21.26,27.24,4.6,0.46,397.06,87.2,121.46,10.98,0.27,3.23,97.08,4.95,64.0
2002,8,26,2002-08-26,26.24,33.73,20.0,28.11,6.32,0.64,390.9,118.84,122.93,14.83,0.36,3.98,96.9,2.02,64.25
2002,8,27,2002-08-27,27.03,34.41,21.12,28.75,6.69,0.68,380.42,124.66,125.88,15.64,0.38,5.33,96.64,0.41,57.31
2002,8,28,2002-08-28,26.13,33.26,19.96,28.19,6.57,0.67,380.92,122.78,128.27,15.52,0.38,2.57,96.72,1.42,55.88
2002,8,29,2002-08-29,26.48,34.59,21.46,28.24,6.35,0.65,381.25,118.64,122.52,14.78,0.35,3.87,96.82,0.59,56.69
2002,8,30,2002-08-30,24.8,32.83,16.98,26.81,7.08,0.73,358.58,132.28,133.58,16.87,0.38,3.77,97.03,0.0,50.12
2002,8,31,2002-08-31,25.23,33.7,17.92,27.43,6.52,0.67,366.14,121.49,130.36,15.53,0.36,3.87,96.94,0.34,50.06
2002,9,1,2002-09-01,23.98,30.76,18.22,25.63,6.04,0.62,365.14,111.9,127.48,14.35,0.32,5.0,96.97,0.23,54.62
2002,9,2,2002-09-02,24.87,32.42,17.09,26.76,6.5,0.68,367.73,120.48,125.81,15.23,0.34,2.84,97.15,0.0,51.88
2002,9,3,2002-09-03,27.09,34.69,19.57,28.21,5.88,0.62,387.13,108.9,122.12,13.76,0.33,3.45,97.08,0.01,49.88
2002,9,4,2002-09-04,24.57,29.84,20.34,25.8,3.95,0.42,396.53,73.48,114.38,9.37,0.24,2.77,96.93,1.97,59.75
2002,9,5,2002-09-05,24.9,31.58,18.53,27.63,6.35,0.68,380.96,118.33,122.04,14.93,0.35,2.67,96.89,0.83,59.56
2002,9,6,2002-09-06,24.83,30.69,19.08,27.28,5.65,0.6,391.01,104.24,118.73,13.2,0.3,2.55,96.95,2.0,61.38
2002,9,7,2002-09-07,24.5,29.89,18.98,27.01,6.09,0.66,371.94,112.56,122.02,14.34,0.33,2.86,96.97,0.15,53.5
2002,9,8,2002-09-08,26.19,33.76,19.38,28.0,5.95,0.64,383.92,110.14,116.77,13.8,0.31,3.43,96.82,0.7,54.75
2002,9,9,2002-09-09,28.23,36.27,22.69,29.16,2.85,0.31,413.6,52.63,110.48,6.79,0.16,2.3,96.85,0.01,42.31
2002,9,10,2002-09-10,26.33,32.97,20.93,27.76,6.01,0.66,374.91,111.24,112.59,13.71,0.3,5.49,96.94,0.62,49.88
2002,9,11,2002-09-11,23.36,31.24,16.9,25.01,6.72,0.74,334.2,123.41,124.98,15.7,0.35,5.09,96.89,0.0,48.81
2002,9,12,2002-09-12,23.87,30.8,17.4,25.27,5.95,0.66,368.66,110.41,117.64,13.95,0.31,2.3,96.79,1.39,56.06
2002,9,13,2002-09-13,25.04,32.53,19.02,26.45,5.92,0.66,375.5,110.08,115.47,13.81,0.3,2.73,96.66,0.71,55.44
2002,9,14,2002-09-14,26.4,35.94,19.26,27.41,4.47,0.5,385.84,81.43,105.31,10.01,0.21,2.97,96.38,0.5,51.44
2002,9,15,2002-09-15,23.98,31.17,18.01,26.48,5.55,0.62,364.35,102.45,114.64,12.94,0.29,3.24,96.58,0.83,58.12
2002,9,16,2002-09-16,23.46,29.73,17.37,25.84,5.52,0.62,374.93,102.62,113.05,13.02,0.29,2.98,96.8,0.65,58.19
2002,9,17,2002-09-17,25.88,33.8,19.45,27.48,5.52,0.63,388.55,102.55,108.92,12.78,0.28,3.2,96.74,0.76,59.62
2002,9,18,2002-09-18,28.06,35.97,21.09,29.83,5.56,0.64,398.75,102.36,107.02,12.66,0.29,1.99,96.65,0.29,53.44
2002,9,19,2002-09-19,27.31,33.28,23.55,28.26,4.19,0.48,404.97,77.48,105.0,9.75,0.22,2.7,96.92,6.18,54.38
2002,9,20,2002-09-20,27.76,34.8,22.41,28.8,5.55,0.65,390.21,102.88,105.31,12.67,0.28,2.48,97.06,0.73,48.38
2002,9,21,2002-09-21,29.11,36.56,22.85,29.5,5.09,0.6,389.91,93.03,106.47,11.65,0.26,3.52,96.76,0.02,39.81
2002,9,22,2002-09-22,24.88,30.1,20.73,25.41,5.2,0.62,379.37,95.96,105.14,12.02,0.26,3.41,96.3,2.05,51.0
2002,9,23,2002-09-23,23.4,30.73,18.12,24.44,4.69,0.56,375.13,86.05,105.37,10.86,0.23,3.54,96.07,1.09,57.0
2002,9,24,2002-09-24,21.98,29.48,15.63,23.0,5.04,0.6,354.59,91.47,106.08,11.5,0.23,4.14,96.15,0.0,53.25
2002,9,25,2002-09-25,22.45,30.73,15.19,23.5,5.56,0.67,348.6,102.34,107.2,12.84,0.27,4.49,96.53,0.0,53.31
2002,9,26,2002-09-26,20.01,25.81,15.37,21.24,4.21,0.52,361.69,77.6,107.04,10.13,0.23,3.14,96.89,1.79,63.5
2002,9,27,2002-09-27,18.66,25.21,12.48,20.51,5.47,0.67,332.73,100.13,110.5,12.72,0.27,3.99,96.99,0.02,55.62
2002,9,28,2002-09-28,17.95,25.6,12.33,19.37,4.49,0.55,332.75,81.73,109.84,10.71,0.23,4.82,97.11,0.04,58.88
2002,9,29,2002-09-29,17.9,24.56,11.42,19.88,4.79,0.59,339.11,87.21,108.61,11.16,0.24,3.77,97.39,0.03,60.5
2002,9,30,2002-09-30,17.6,22.23,12.92,19.21,4.38,0.55,344.98,79.7,103.41,10.16,0.21,2.64,97.53,0.11,61.81
2002,10,1,2002-10-01,18.92,26.28,12.7,21.19,5.35,0.68,329.64,97.18,102.54,12.03,0.25,2.32,97.44,0.03,58.25
2002,10,2,2002-10-02,19.81,27.2,13.24,21.51,5.36,0.68,338.51,97.2,100.59,11.95,0.24,3.17,97.43,0.0,63.81
2002,10,3,2002-10-03,20.23,27.5,14.35,21.51,4.86,0.62,353.79,88.59,94.3,10.86,0.23,2.56,97.5,0.0,62.31
2002,10,4,2002-10-04,22.37,30.28,15.55,23.86,3.76,0.48,375.77,68.59,96.92,8.82,0.2,2.81,97.22,1.2,59.06
2002,10,5,2002-10-05,20.12,24.63,15.44,20.8,2.93,0.38,369.25,53.89,97.5,7.16,0.16,2.83,97.13,6.62,66.75
2002,10,6,2002-10-06,18.85,25.63,13.0,19.57,5.2,0.69,326.3,95.03,100.99,11.82,0.23,3.05,96.85,0.06,59.44
2002,10,7,2002-10-07,20.26,27.76,13.94,20.19,4.66,0.62,347.55,85.3,96.62,10.67,0.2,3.71,96.69,1.13,50.44
2002,10,8,2002-10-08,20.23,27.52,14.06,21.73,5.01,0.67,351.44,92.87,94.38,11.42,0.22,2.77,96.65,0.93,69.62
2002,10,9,2002-10-09,22.95,30.96,16.34,22.84,3.38,0.45,380.89,61.42,84.32,7.55,0.15,4.44,96.21,0.01,52.88
2002,10,10,2002-10-10,20.83,26.2,16.34,20.83,3.18,0.43,383.13,58.29,78.36,7.01,0.13,5.82,96.01,10.83,56.38
2002,10,11,2002-10-11,17.35,22.61,12.26,17.93,4.22,0.58,339.0,75.08,84.84,9.21,0.17,7.22,96.28,0.05,48.06
2002,10,12,2002-10-12,17.76,24.7,11.97,18.39,3.62,0.5,348.16,65.38,91.82,8.28,0.15,6.48,96.41,0.17,58.06
2002,10,13,2002-10-13,18.52,26.04,12.62,19.13,4.96,0.69,332.38,90.97,94.74,11.27,0.23,5.21,96.67,0.0,64.19
2002,10,14,2002-10-14,19.19,27.58,11.83,20.21,5.22,0.73,324.32,96.03,96.95,11.88,0.25,2.08,97.03,0.0,60.75
2002,10,15,2002-10-15,21.14,30.04,13.82,20.86,5.11,0.73,321.41,91.98,93.03,11.26,0.23,2.28,97.11,0.0,43.69
2002,10,16,2002-10-16,21.57,31.16,14.26,21.1,5.0,0.72,321.53,88.67,90.3,10.81,0.23,4.12,96.98,0.0,37.06
2002,10,17,2002-10-17,21.61,31.3,14.37,20.98,5.07,0.73,318.03,89.45,90.34,10.88,0.22,4.86,96.74,0.0,33.25
2002,10,18,2002-10-18,19.65,26.19,14.35,20.58,4.48,0.65,349.65,82.59,85.52,10.06,0.2,4.15,97.12,0.05,67.38
2002,10,19,2002-10-19,21.55,31.57,14.78,21.55,4.51,0.66,348.95,82.34,85.28,10.03,0.2,3.35,97.15,0.0,57.19
2002,10,20,2002-10-20,21.29,31.51,14.71,21.83,4.56,0.67,337.55,83.32,83.9,10.05,0.2,3.24,97.23,0.01,56.06
2002,10,21,2002-10-21,24.92,34.68,18.13,24.35,4.47,0.67,352.08,80.94,82.2,9.76,0.18,6.6,97.02,0.0,28.38
2002,10,22,2002-10-22,24.08,32.62,19.01,23.69,2.28,0.34,383.61,39.86,79.2,5.3,0.12,4.82,96.82,0.0,25.56
2002,10,23,2002-10-23,20.94,27.88,15.27,22.23,4.18,0.63,354.53,74.38,78.79,9.03,0.18,3.04,96.93,0.0,63.69
2002,10,24,2002-10-24,19.8,25.4,15.63,21.18,4.04,0.62,357.28,74.25,83.82,9.21,0.19,3.51,97.19,0.0,60.75
2002,10,25,2002-10-25,18.65,25.4,13.7,19.7,4.38,0.68,331.73,80.05,84.18,9.8,0.19,1.67,97.44,0.0,64.31
2002,10,26,2002-10-26,19.22,27.01,12.69,19.68,4.68,0.73,310.95,85.07,86.05,10.32,0.2,1.61,97.67,0.0,47.25
2002,10,27,2002-10-27,19.15,27.44,12.93,19.47,4.71,0.74,313.3,85.31,86.28,10.35,0.2,2.2,97.81,0.0,47.31
2002,10,28,2002-10-28,19.19,27.5,12.83,18.69,4.67,0.74,308.02,83.71,84.64,10.11,0.19,3.79,97.7,0.0,46.25
2002,10,29,2002-10-29,16.98,26.23,10.45,17.21,4.64,0.74,296.22,82.13,83.36,9.91,0.19,3.87,97.58,0.0,52.5
2002,10,30,2002-10-30,17.0,25.98,10.3,16.65,4.49,0.73,304.56,79.27,80.34,9.5,0.17,3.52,97.34,0.0,52.44
2002,10,31,2002-10-31,17.99,26.44,11.99,17.68,4.05,0.66,325.36,70.09,73.72,8.38,0.16,2.66,96.97,0.0,34.19
2002,11,1,2002-11-01,17.47,23.19,13.65,18.2,3.12,0.52,342.83,55.31,68.91,6.8,0.12,4.01,97.09,5.71,68.06
2002,11,2,2002-11-02,15.47,19.63,12.12,16.06,3.69,0.62,328.47,67.08,73.25,8.12,0.12,4.51,97.29,1.18,74.62
2002,11,3,2002-11-03,15.97,22.55,10.15,16.18,3.98,0.67,323.49,72.45,75.23,8.7,0.14,2.79,97.16,0.07,66.94
2002,11,4,2002-11-04,16.37,21.12,12.26,16.71,1.2,0.2,362.37,22.31,75.38,3.24,0.06,2.73,96.91,5.44,74.69
2002,11,5,2002-11-05,14.7,19.63,10.21,14.86,3.13,0.54,327.95,56.46,74.07,7.09,0.12,4.51,96.81,13.43,71.12
2002,11,6,2002-11-06,11.58,16.58,8.11,11.48,3.7,0.64,295.37,66.11,74.71,7.98,0.12,5.69,97.02,0.33,67.5
2002,11,7,2002-11-07,10.26,15.58,5.73,10.23,3.12,0.55,308.44,55.24,71.49,6.88,0.1,5.58,96.6,3.75,73.5
2002,11,8,2002-11-08,10.7,13.56,8.26,10.57,2.23,0.39,316.1,39.0,53.53,4.57,0.06,13.2,96.12,1.89,65.0
2002,11,9,2002-11-09,12.73,17.74,8.94,12.89,1.37,0.24,332.43,24.62,69.21,3.42,0.05,6.98,96.7,0.74,66.62
2002,11,10,2002-11-10,14.65,21.3,10.37,14.65,2.36,0.42,332.67,43.12,68.78,5.41,0.09,7.02,96.65,0.14,69.75
2002,11,11,2002-11-11,15.48,24.19,9.05,15.31,3.92,0.7,308.4,71.62,73.23,8.57,0.15,3.45,97.08,0.01,67.88
2002,11,12,2002-11-12,16.62,25.48,10.84,15.9,3.85,0.7,303.91,69.14,70.57,8.23,0.14,4.16,97.1,0.0,49.12
2002,11,13,2002-11-13,16.83,25.15,11.33,16.37,3.17,0.58,315.53,55.88,66.27,6.82,0.12,5.65,96.86,0.0,43.56
2002,11,14,2002-11-14,15.12,19.47,11.0,14.4,1.3,0.24,347.91,23.27,62.07,3.2,0.06,4.4,96.3,0.0,47.19
2002,11,15,2002-11-15,14.35,23.21,8.22,13.69,2.4,0.45,317.07,42.16,64.02,5.51,0.09,5.48,95.95,0.0,39.44
2002,11,16,2002-11-16,14.78,22.67,9.76,14.23,2.53,0.48,338.16,44.77,49.09,5.19,0.08,5.41,96.08,0.0,45.25
2002,11,17,2002-11-17,16.39,23.94,11.83,15.55,3.09,0.59,342.65,55.54,57.9,6.56,0.09,4.34,96.51,25.77,53.94
2002,11,18,2002-11-18,11.88,18.43,7.78,11.69,3.62,0.7,299.13,65.01,67.84,7.7,0.11,3.65,96.85,1.96,68.06
2002,11,19,2002-11-19,10.97,17.44,6.9,10.27,3.79,0.73,281.53,67.79,68.53,7.98,0.12,3.05,97.15,0.0,64.25
2002,11,20,2002-11-20,10.65,18.25,4.53,10.36,3.43,0.66,289.5,60.12,64.84,7.19,0.12,4.04,96.72,0.7,62.38
2002,11,21,2002-11-21,11.69,18.76,7.5,11.69,3.46,0.68,301.12,62.02,64.81,7.37,0.1,5.08,96.42,4.8,63.88
2002,11,22,2002-11-22,14.98,23.14,9.7,14.5,3.39,0.66,306.05,61.62,65.23,7.3,0.11,5.45,96.8,0.01,62.69
2002,11,23,2002-11-23,14.55,23.05,9.05,13.8,3.44,0.68,304.56,61.49,63.87,7.29,0.12,4.23,97.05,0.0,60.56
2002,11,24,2002-11-24,12.71,16.6,9.76,11.48,1.65,0.33,327.79,29.29,59.16,3.97,0.07,3.56,96.63,0.0,56.81
2002,11,25,2002-11-25,14.17,19.98,9.72,13.51,2.19,0.44,340.92,38.95,56.84,4.99,0.08,5.34,96.04,0.18,49.88
